Word,Length,Log_Freq_HAL,I_Mean_RT,I_Mean_Accuracy
advert,40.3612542,40.54323628,565.4299978,4.355012318
advertise,40.37792147,40.56108225,565.3125554,4.35683777
advertised,40.39458874,40.57892822,565.195113,4.358663223
advertisement,40.41125601,40.59677419,565.0776706,4.360488675
advertisements,40.42792327,40.61462016,564.9602282,4.362314128
advertiser,40.44459054,40.63246613,564.8427858,4.36413958
advertisers,40.46125781,40.6503121,564.7253434,4.365965033
advertises,40.47792508,40.66815808,564.607901,4.367790485
advertising,40.49459235,40.68600405,564.4904585,4.369615938
advice,40.51125962,40.70385002,564.3730161,4.37144139
advisability,40.52792689,40.72169599,564.2555737,4.373266842
advisable,40.54459416,40.73954196,564.1381313,4.375092295
advise,40.56126142,40.75738793,564.0206889,4.376917747
advised,40.57792869,40.7752339,563.9032465,4.3787432
advisedly,40.59459596,40.79307987,563.7858041,4.380568652
advisement,40.61126323,40.81092584,563.6683617,4.382394105
adviser,40.6279305,40.82877181,563.5509193,4.384219557
advisers,40.64459777,40.84661778,563.4334769,4.38604501
advises,40.66126504,40.86446375,563.3160345,4.387870462
advising,40.67793231,40.88230972,563.1985921,4.389695914
advisor,40.69459957,40.90015569,563.0811497,4.391521367
admonishing,40.71126684,40.91800166,562.9637073,4.393346819
admonishments,40.72793411,40.93584763,562.8462649,4.395172272
admonition,40.74460138,40.9536936,562.7288225,4.396997724
admonitions,40.76126865,40.97153957,562.6113801,4.398823177
ado,40.77793592,40.98938554,562.4939377,4.400648629
adobe,40.79460319,41.00723151,562.3764953,4.402474082
adolescence,40.81127045,41.02507748,562.2590529,4.404299534
adolescent,40.82793772,41.04292345,562.1416105,4.406124986
adolescents,40.84460499,41.06076943,562.0241681,4.407950439
adolescent's,40.86127226,41.0786154,561.9067257,4.409775891
Adolf,40.87793953,41.09646137,561.7892833,4.411601344
Adonis,40.8946068,41.11430734,561.6718409,4.413426796
adopt,40.91127407,41.13215331,561.5543985,4.415252249
adopted,40.92794134,41.14999928,561.4369561,4.417077701
adopting,40.9446086,41.16784525,561.3195137,4.418903154
adoption,40.96127587,41.18569122,561.2020713,4.420728606
adopts,40.97794314,41.20353719,561.0846289,4.422554058
adorable,40.99461041,41.22138316,560.9671865,4.424379511
adoration,41.01127768,41.23922913,560.8497441,4.426204963
adore,41.02794495,41.2570751,560.7323017,4.428030416
adored,41.04461222,41.27492107,560.6148593,4.429855868
adores,41.06127949,41.29276704,560.4974169,4.431681321
adorn,41.07794675,41.31061301,560.3799745,4.433506773
adorned,41.09461402,41.32845898,560.2625321,4.435332226
adornment,41.11128129,41.34630495,560.1450897,4.437157678
adorns,41.12794856,41.36415092,560.0276473,4.43898313
adrenal,41.14461583,41.38199689,559.9102049,4.440808583
adrenalin,41.1612831,41.39984286,559.7927625,4.442634035
Adrian,41.17795037,41.41768883,559.6753201,4.444459488
Adriatic,41.19461764,41.4355348,559.5578777,4.44628494
adrift,41.2112849,41.45338078,559.4404353,4.448110393
adroit,41.22795217,41.47122675,559.3229929,4.449935845
adroitness,41.24461944,41.48907272,559.2055505,4.451761298
ads,41.26128671,41.50691869,559.0881081,4.45358675
adsorbed,41.27795398,41.52476466,558.9706657,4.455412202
adsorbs,41.29462125,41.54261063,558.8532233,4.457237655
adulation,41.31128852,41.5604566,558.7357809,4.459063107
adult,41.32795579,41.57830257,558.6183385,4.46088856
adulterant,41.34462305,41.59614854,558.5008961,4.462714012
adulterate,41.36129032,41.61399451,558.3834537,4.464539465
adulterated,41.37795759,41.63184048,558.2660113,4.466364917
adulterer,41.39462486,41.64968645,558.1485689,4.46819037
adulterers,41.41129213,41.66753242,558.0311265,4.470015822
adulteress,41.4279594,41.68537839,557.9136841,4.471841274
adulterous,41.44462667,41.70322436,557.7962417,4.473666727
adultery,41.46129393,41.72107033,557.6787993,4.475492179
adulthood,41.4779612,41.7389163,557.5613569,4.477317632
adults,41.49462847,41.75676227,557.4439145,4.479143084
advance,41.51129574,41.77460824,557.3264721,4.480968537
advanced,41.52796301,41.79245421,557.2090297,4.482793989
advancement,41.54463028,41.81030018,557.0915873,4.484619442
advancements,41.56129755,41.82814615,556.9741449,4.486444894
advances,41.57796482,41.84599213,556.8567025,4.488270346
advancing,41.59463208,41.8638381,556.7392601,4.490095799
advantage,41.61129935,41.88168407,556.6218176,4.491921251
advantageous,41.62796662,41.89953004,556.5043752,4.493746704
advantageously,41.64463389,41.91737601,556.3869328,4.495572156
advantages,41.66130116,41.93522198,556.2694904,4.497397609
advent,41.67796843,41.95306795,556.152048,4.499223061
adventitious,41.6946357,41.97091392,556.0346056,4.501048514
adventure,41.71130297,41.98875989,555.9171632,4.502873966
adventurers,41.72797023,42.00660586,555.7997208,4.504699418
adventures,41.7446375,42.02445183,555.6822784,4.506524871
adventuring,41.76130477,42.0422978,555.564836,4.508350323
adventurous,41.77797204,42.06014377,555.4473936,4.510175776
adverb,41.79463931,42.07798974,555.3299512,4.512001228
adverbial,41.81130658,42.09583571,555.2125088,4.513826681
adverbs,41.82797385,42.11368168,555.0950664,4.515652133
adversaries,41.84464112,42.13152765,554.977624,4.517477586
adversary,41.86130838,42.14937362,554.8601816,4.519303038
adverse,41.87797565,42.16721959,554.7427392,4.52112849
adversely,41.89464292,42.18506556,554.6252968,4.522953943
adversity,41.91131019,42.20291153,554.5078544,4.524779395
advert,41.92797746,42.2207575,554.390412,4.526604848
advertise,41.94464473,42.23860348,554.2729696,4.5284303
advertised,41.961312,42.25644945,554.1555272,4.530255753
advertisement,41.97797927,42.27429542,554.0380848,4.532081205
advertisements,41.99464653,42.29214139,553.9206424,4.533906658
advertiser,42.0113138,42.30998736,553.8032,4.53573211
advertisers,42.02798107,42.32783333,553.6857576,4.537557562
advertises,42.04464834,42.3456793,553.5683152,4.539383015
advertising,42.06131561,42.36352527,553.4508728,4.541208467
advice,42.07798288,42.38137124,553.3334304,4.54303392
advisability,42.09465015,42.39921721,553.215988,4.544859372
advisable,42.11131742,42.41706318,553.0985456,4.546684825
advise,42.12798468,42.43490915,552.9811032,4.548510277
advised,42.14465195,42.45275512,552.8636608,4.55033573
advisedly,42.16131922,42.47060109,552.7462184,4.552161182
advisement,42.17798649,42.48844706,552.628776,4.553986634
adviser,42.19465376,42.50629303,552.5113336,4.555812087
advisers,42.21132103,42.524139,552.3938912,4.557637539
advises,42.2279883,42.54198497,552.2764488,4.559462992
advising,42.24465556,42.55983094,552.1590064,4.561288444
advisor,42.26132283,42.57767691,552.041564,4.563113897
admonishing,42.2779901,42.59552288,551.9241216,4.564939349
admonishments,42.29465737,42.61336885,551.8066792,4.566764802
admonition,42.31132464,42.63121482,551.6892368,4.568590254
admonitions,42.32799191,42.6490608,551.5717944,4.570415706
ado,42.34465918,42.66690677,551.454352,4.572241159
adobe,42.36132645,42.68475274,551.3369096,4.574066611
adolescence,42.37799371,42.70259871,551.2194672,4.575892064
adolescent,42.39466098,42.72044468,551.1020248,4.577717516
adolescents,42.41132825,42.73829065,550.9845824,4.579542969
adolescent's,42.42799552,42.75613662,550.86714,4.581368421
Adolf,42.44466279,42.77398259,550.7496976,4.583193873
Adonis,42.46133006,42.79182856,550.6322552,4.585019326
adopt,42.47799733,42.80967453,550.5148128,4.586844778
adopted,42.4946646,42.8275205,550.3973704,4.588670231
adopting,42.51133186,42.84536647,550.279928,4.590495683
adoption,42.52799913,42.86321244,550.1624856,4.592321136
adopts,42.5446664,42.88105841,550.0450432,4.594146588
adorable,42.56133367,42.89890438,549.9276008,4.595972041
adoration,42.57800094,42.91675035,549.8101584,4.597797493
adore,42.59466821,42.93459632,549.692716,4.599622945
adored,42.61133548,42.95244229,549.5752736,4.601448398
adores,42.62800275,42.97028826,549.4578312,4.60327385
adorn,42.64467001,42.98813423,549.3403888,4.605099303
adorned,42.66133728,43.0059802,549.2229464,4.606924755
adornment,42.67800455,43.02382617,549.105504,4.608750208
adorns,42.69467182,43.04167215,548.9880616,4.61057566
adrenal,42.71133909,43.05951812,548.8706192,4.612401113
adrenalin,42.72800636,43.07736409,548.7531768,4.614226565
Adrian,42.74467363,43.09521006,548.6357343,4.616052017
Adriatic,42.7613409,43.11305603,548.5182919,4.61787747
adrift,42.77800816,43.130902,548.4008495,4.619702922
adroit,42.79467543,43.14874797,548.2834071,4.621528375
adroitness,42.8113427,43.16659394,548.1659647,4.623353827
ads,42.82800997,43.18443991,548.0485223,4.62517928
adsorbed,42.84467724,43.20228588,547.9310799,4.627004732
adsorbs,42.86134451,43.22013185,547.8136375,4.628830185
adulation,42.87801178,43.23797782,547.6961951,4.630655637
adult,42.89467904,43.25582379,547.5787527,4.632481089
adulterant,42.91134631,43.27366976,547.4613103,4.634306542
adulterate,42.92801358,43.29151573,547.3438679,4.636131994
adulterated,42.94468085,43.3093617,547.2264255,4.637957447
adulterer,42.96134812,43.32720767,547.1089831,4.639782899
adulterers,42.97801539,43.34505364,546.9915407,4.641608352
adulteress,42.99468266,43.36289961,546.8740983,4.643433804
adulterous,43.01134993,43.38074558,546.7566559,4.645259257
adultery,43.02801719,43.39859155,546.6392135,4.647084709
adulthood,43.04468446,43.41643752,546.5217711,4.648910161
adults,43.06135173,43.4342835,546.4043287,4.650735614
advance,43.078019,43.45212947,546.2868863,4.652561066
advanced,43.09468627,43.46997544,546.1694439,4.654386519
advancement,43.11135354,43.48782141,546.0520015,4.656211971
advancements,43.12802081,43.50566738,545.9345591,4.658037424
advances,43.14468808,43.52351335,545.8171167,4.659862876
advancing,43.16135534,43.54135932,545.6996743,4.661688329
advantage,43.17802261,43.55920529,545.5822319,4.663513781
advantageous,43.19468988,43.57705126,545.4647895,4.665339233
advantageously,43.21135715,43.59489723,545.3473471,4.667164686
advantages,43.22802442,43.6127432,545.2299047,4.668990138
advent,43.24469169,43.63058917,545.1124623,4.670815591
adventitious,43.26135896,43.64843514,544.9950199,4.672641043
adventure,43.27802623,43.66628111,544.8775775,4.674466496
adventurers,43.29469349,43.68412708,544.7601351,4.676291948
adventures,43.31136076,43.70197305,544.6426927,4.678117401
adventuring,43.32802803,43.71981902,544.5252503,4.679942853
adventurous,43.3446953,43.73766499,544.4078079,4.681768305
adverb,43.36136257,43.75551096,544.2903655,4.683593758
adverbial,43.37802984,43.77335693,544.1729231,4.68541921
adverbs,43.39469711,43.7912029,544.0554807,4.687244663
adversaries,43.41136438,43.80904887,543.9380383,4.689070115
adversary,43.42803164,43.82689485,543.8205959,4.690895568
adverse,43.44469891,43.84474082,543.7031535,4.69272102
adversely,43.46136618,43.86258679,543.5857111,4.694546473
adversity,43.47803345,43.88043276,543.4682687,4.696371925
advert,43.49470072,43.89827873,543.3508263,4.698197377
advertise,43.51136799,43.9161247,543.2333839,4.70002283
advertised,43.52803526,43.93397067,543.1159415,4.701848282
advertisement,43.54470253,43.95181664,542.9984991,4.703673735
advertisements,43.56136979,43.96966261,542.8810567,4.705499187
advertiser,43.57803706,43.98750858,542.7636143,4.70732464
advertisers,43.59470433,44.00535455,542.6461719,4.709150092
advertises,43.6113716,44.02320052,542.5287295,4.710975545
advertising,43.62803887,44.04104649,542.4112871,4.712800997
advice,43.64470614,44.05889246,542.2938447,4.714626449
advisability,43.66137341,44.07673843,542.1764023,4.716451902
advisable,43.67804067,44.0945844,542.0589599,4.718277354
advise,43.69470794,44.11243037,541.9415175,4.720102807
advised,43.71137521,44.13027634,541.8240751,4.721928259
advisedly,43.72804248,44.14812231,541.7066327,4.723753712
advisement,43.74470975,44.16596828,541.5891903,4.725579164
adviser,43.76137702,44.18381425,541.4717479,4.727404617
advisers,43.77804429,44.20166022,541.3543055,4.729230069
advises,43.79471156,44.2195062,541.2368631,4.731055521
advising,43.81137882,44.23735217,541.1194207,4.732880974
advisor,43.82804609,44.25519814,541.0019783,4.734706426
admonishing,43.84471336,44.27304411,540.8845359,4.736531879
admonishments,43.86138063,44.29089008,540.7670935,4.738357331
admonition,43.8780479,44.30873605,540.649651,4.740182784
admonitions,43.89471517,44.32658202,540.5322086,4.742008236
ado,43.91138244,44.34442799,540.4147662,4.743833689
adobe,43.92804971,44.36227396,540.2973238,4.745659141
adolescence,43.94471697,44.38011993,540.1798814,4.747484593
adolescent,43.96138424,44.3979659,540.062439,4.749310046
adolescents,43.97805151,44.41581187,539.9449966,4.751135498
adolescent's,43.99471878,44.43365784,539.8275542,4.752960951
Adolf,44.01138605,44.45150381,539.7101118,4.754786403
Adonis,44.02805332,44.46934978,539.5926694,4.756611856
adopt,44.04472059,44.48719575,539.475227,4.758437308
adopted,44.06138786,44.50504172,539.3577846,4.760262761
adopting,44.07805512,44.52288769,539.2403422,4.762088213
adoption,44.09472239,44.54073366,539.1228998,4.763913665
adopts,44.11138966,44.55857963,539.0054574,4.765739118
adorable,44.12805693,44.5764256,538.888015,4.76756457
adoration,44.1447242,44.59427157,538.7705726,4.769390023
adore,44.16139147,44.61211755,538.6531302,4.771215475
adored,44.17805874,44.62996352,538.5356878,4.773040928
adores,44.19472601,44.64780949,538.4182454,4.77486638
adorn,44.21139327,44.66565546,538.300803,4.776691833
adorned,44.22806054,44.68350143,538.1833606,4.778517285
adornment,44.24472781,44.7013474,538.0659182,4.780342737
adorns,44.26139508,44.71919337,537.9484758,4.78216819
adrenal,44.27806235,44.73703934,537.8310334,4.783993642
adrenalin,44.29472962,44.75488531,537.713591,4.785819095
Adrian,44.31139689,44.77273128,537.5961486,4.787644547
Adriatic,44.32806415,44.79057725,537.4787062,4.78947
adrift,44.34473142,44.80842322,537.3612638,4.791295452
adroit,44.36139869,44.82626919,537.2438214,4.793120905
adroitness,44.37806596,44.84411516,537.126379,4.794946357
ads,44.39473323,44.86196113,537.0089366,4.796771809
adsorbed,44.4114005,44.8798071,536.8914942,4.798597262
adsorbs,44.42806777,44.89765307,536.7740518,4.800422714
adulation,44.44473504,44.91549904,536.6566094,4.802248167
adult,44.4614023,44.93334501,536.539167,4.804073619
adulterant,44.47806957,44.95119098,536.4217246,4.805899072
adulterate,44.49473684,44.96903695,536.3042822,4.807724524
adulterated,44.51140411,44.98688292,536.1868398,4.809549977
adulterer,44.52807138,45.00472889,536.0693974,4.811375429
adulterers,44.54473865,45.02257487,535.951955,4.813200881
adulteress,44.56140592,45.04042084,535.8345126,4.815026334
adulterous,44.57807319,45.05826681,535.7170702,4.816851786
adultery,44.59474045,45.07611278,535.5996278,4.818677239
adulthood,44.61140772,45.09395875,535.4821854,4.820502691
adults,44.62807499,45.11180472,535.364743,4.822328144
advance,44.64474226,45.12965069,535.2473006,4.824153596
advanced,44.66140953,45.14749666,535.1298582,4.825979049
advancement,44.6780768,45.16534263,535.0124158,4.827804501
advancements,44.69474407,45.1831886,534.8949734,4.829629953
advances,44.71141134,45.20103457,534.777531,4.831455406
advancing,44.7280786,45.21888054,534.6600886,4.833280858
advantage,44.74474587,45.23672651,534.5426462,4.835106311
advantageous,44.76141314,45.25457248,534.4252038,4.836931763
advantageously,44.77808041,45.27241845,534.3077614,4.838757216
advantages,44.79474768,45.29026442,534.190319,4.840582668
advent,44.81141495,45.30811039,534.0728766,4.842408121
adventitious,44.82808222,45.32595636,533.9554342,4.844233573
adventure,44.84474949,45.34380233,533.8379918,4.846059025
adventurers,44.86141675,45.3616483,533.7205494,4.847884478
adventures,44.87808402,45.37949427,533.603107,4.84970993
adventuring,44.89475129,45.39734024,533.4856646,4.851535383
adventurous,44.91141856,45.41518622,533.3682222,4.853360835
adverb,44.92808583,45.43303219,533.2507798,4.855186288
adverbial,44.9447531,45.45087816,533.1333374,4.85701174
adverbs,44.96142037,45.46872413,533.015895,4.858837193
adversaries,44.97808764,45.4865701,532.8984526,4.860662645
adversary,44.9947549,45.50441607,532.7810102,4.862488097
